NAME,us,Year,Topic,Geo,Variable,Value,Display
United States,1,2020,Hispanic/Latino Origin (full),US,B01001_001EA,,B01001_001EA
United States,1,2021,Hispanic/Latino Origin (full),US,B01001_001EA,,B01001_001EA
United States,1,2022,Hispanic/Latino Origin (full),US,B01001_001EA,,B01001_001EA
United States,1,2023,Hispanic/Latino Origin (full),US,B01001_001EA,,B01001_001EA
United States,1,2018,Total Population,US,B01001_001M,,B01001_001M
United States,1,2019,Total Population,US,B01001_001M,,B01001_001M
United States,1,2020,Total Population,US,B01001_001M,,B01001_001M
United States,1,2021,Total Population,US,B01001_001M,,B01001_001M
United States,1,2022,Total Population,US,B01001_001M,,B01001_001M
United States,1,2023,Total Population,US,B01001_001M,,B01001_001M
United States,1,2018,Median Age,US,B01001_001M,,B01001_001M
United States,1,2019,Median Age,US,B01001_001M,,B01001_001M
United States,1,2020,Median Age,US,B01001_001M,,B01001_001M
United States,1,2021,Median Age,US,B01001_001M,,B01001_001M
United States,1,2022,Median Age,US,B01001_001M,,B01001_001M
United States,1,2023,Median Age,US,B01001_001M,,B01001_001M
United States,1,2018,Sex by Age (full),US,B01001_001M,-555555555.0,B01001_001M
United States,1,2019,Sex by Age (full),US,B01001_001M,-555555555.0,B01001_001M
United States,1,2020,Sex by Age (full),US,B01001_001M,-555555555.0,B01001_001M
United States,1,2021,Sex by Age (full),US,B01001_001M,-555555555.0,B01001_001M
United States,1,2022,Sex by Age (full),US,B01001_001M,-555555555.0,B01001_001M
United States,1,2023,Sex by Age (full),US,B01001_001M,-555555555.0,B01001_001M
United States,1,2018,Race (full),US,B01001_001M,,B01001_001M
United States,1,2019,Race (full),US,B01001_001M,,B01001_001M
United States,1,2020,Race (full),US,B01001_001M,,B01001_001M
United States,1,2021,Race (full),US,B01001_001M,,B01001_001M
United States,1,2022,Race (full),US,B01001_001M,,B01001_001M
United States,1,2023,Race (full),US,B01001_001M,,B01001_001M
United States,1,2018,Hispanic/Latino Origin (full),US,B01001_001M,,B01001_001M
United States,1,2019,Hispanic/Latino Origin (full),US,B01001_001M,,B01001_001M
United States,1,2020,Hispanic/Latino Origin (full),US,B01001_001M,,B01001_001M
United States,1,2021,Hispanic/Latino Origin (full),US,B01001_001M,,B01001_001M
United States,1,2022,Hispanic/Latino Origin (full),US,B01001_001M,,B01001_001M
United States,1,2023,Hispanic/Latino Origin (full),US,B01001_001M,,B01001_001M
United States,1,2018,Total Population,US,B01001_001MA,,B01001_001MA
United States,1,2019,Total Population,US,B01001_001MA,,B01001_001MA
United States,1,2020,Total Population,US,B01001_001MA,,B01001_001MA
United States,1,2021,Total Population,US,B01001_001MA,,B01001_001MA
United States,1,2022,Total Population,US,B01001_001MA,,B01001_001MA
United States,1,2023,Total Population,US,B01001_001MA,,B01001_001MA
United States,1,2018,Median Age,US,B01001_001MA,,B01001_001MA
United States,1,2019,Median Age,US,B01001_001MA,,B01001_001MA
United States,1,2020,Median Age,US,B01001_001MA,,B01001_001MA
United States,1,2021,Median Age,US,B01001_001MA,,B01001_001MA
United States,1,2022,Median Age,US,B01001_001MA,,B01001_001MA
United States,1,2023,Median Age,US,B01001_001MA,,B01001_001MA
United States,1,2018,Sex by Age (full),US,B01001_001MA,,B01001_001MA
United States,1,2019,Sex by Age (full),US,B01001_001MA,,B01001_001MA
United States,1,2020,Sex by Age (full),US,B01001_001MA,,B01001_001MA
United States,1,2021,Sex by Age (full),US,B01001_001MA,,B01001_001MA
United States,1,2022,Sex by Age (full),US,B01001_001MA,,B01001_001MA
United States,1,2023,Sex by Age (full),US,B01001_001MA,,B01001_001MA
United States,1,2018,Race (full),US,B01001_001MA,,B01001_001MA
United States,1,2019,Race (full),US,B01001_001MA,,B01001_001MA
United States,1,2020,Race (full),US,B01001_001MA,,B01001_001MA
United States,1,2021,Race (full),US,B01001_001MA,,B01001_001MA
United States,1,2022,Race (full),US,B01001_001MA,,B01001_001MA
United States,1,2023,Race (full),US,B01001_001MA,,B01001_001MA
United States,1,2018,Hispanic/Latino Origin (full),US,B01001_001MA,,B01001_001MA
United States,1,2019,Hispanic/Latino Origin (full),US,B01001_001MA,,B01001_001MA
United States,1,2020,Hispanic/Latino Origin (full),US,B01001_001MA,,B01001_001MA
United States,1,2021,Hispanic/Latino Origin (full),US,B01001_001MA,,B01001_001MA
United States,1,2022,Hispanic/Latino Origin (full),US,B01001_001MA,,B01001_001MA
United States,1,2023,Hispanic/Latino Origin (full),US,B01001_001MA,,B01001_001MA
United States,1,2018,Total Population,US,B01001_002E,,B01001_002E
United States,1,2019,Total Population,US,B01001_002E,,B01001_002E
United States,1,2020,Total Population,US,B01001_002E,,B01001_002E
United States,1,2021,Total Population,US,B01001_002E,,B01001_002E
United States,1,2022,Total Population,US,B01001_002E,,B01001_002E
United States,1,2023,Total Population,US,B01001_002E,,B01001_002E
United States,1,2018,Median Age,US,B01001_002E,,B01001_002E
United States,1,2019,Median Age,US,B01001_002E,,B01001_002E
United States,1,2020,Median Age,US,B01001_002E,,B01001_002E
United States,1,2021,Median Age,US,B01001_002E,,B01001_002E
United States,1,2022,Median Age,US,B01001_002E,,B01001_002E
United States,1,2023,Median Age,US,B01001_002E,,B01001_002E
United States,1,2018,Sex by Age (full),US,B01001_002E,158984190.0,B01001_002E
United States,1,2019,Sex by Age (full),US,B01001_002E,159886919.0,B01001_002E
United States,1,2020,Sex by Age (full),US,B01001_002E,160818530.0,B01001_002E
United States,1,2021,Sex by Age (full),US,B01001_002E,163206615.0,B01001_002E
United States,1,2022,Sex by Age (full),US,B01001_002E,164200298.0,B01001_002E
United States,1,2023,Sex by Age (full),US,B01001_002E,164545087.0,B01001_002E
United States,1,2018,Race (full),US,B01001_002E,,B01001_002E
United States,1,2019,Race (full),US,B01001_002E,,B01001_002E
United States,1,2020,Race (full),US,B01001_002E,,B01001_002E
United States,1,2021,Race (full),US,B01001_002E,,B01001_002E
United States,1,2022,Race (full),US,B01001_002E,,B01001_002E
United States,1,2023,Race (full),US,B01001_002E,,B01001_002E
United States,1,2018,Hispanic/Latino Origin (full),US,B01001_002E,,B01001_002E
United States,1,2019,Hispanic/Latino Origin (full),US,B01001_002E,,B01001_002E
United States,1,2020,Hispanic/Latino Origin (full),US,B01001_002E,,B01001_002E
United States,1,2021,Hispanic/Latino Origin (full),US,B01001_002E,,B01001_002E
United States,1,2022,Hispanic/Latino Origin (full),US,B01001_002E,,B01001_002E
United States,1,2023,Hispanic/Latino Origin (full),US,B01001_002E,,B01001_002E
United States,1,2018,Total Population,US,B01001_002EA,,B01001_002EA
United States,1,2019,Total Population,US,B01001_002EA,,B01001_002EA
United States,1,2020,Total Population,US,B01001_002EA,,B01001_002EA
United States,1,2021,Total Population,US,B01001_002EA,,B01001_002EA
United States,1,2022,Total Population,US,B01001_002EA,,B01001_002EA
United States,1,2023,Total Population,US,B01001_002EA,,B01001_002EA
United States,1,2018,Median Age,US,B01001_002EA,,B01001_002EA
United States,1,2019,Median Age,US,B01001_002EA,,B01001_002EA
United States,1,2020,Median Age,US,B01001_002EA,,B01001_002EA
United States,1,2021,Median Age,US,B01001_002EA,,B01001_002EA
United States,1,2022,Median Age,US,B01001_002EA,,B01001_002EA
United States,1,2023,Median Age,US,B01001_002EA,,B01001_002EA
United States,1,2018,Sex by Age (full),US,B01001_002EA,,B01001_002EA
United States,1,2019,Sex by Age (full),US,B01001_002EA,,B01001_002EA
United States,1,2020,Sex by Age (full),US,B01001_002EA,,B01001_002EA
United States,1,2021,Sex by Age (full),US,B01001_002EA,,B01001_002EA
United States,1,2022,Sex by Age (full),US,B01001_002EA,,B01001_002EA
United States,1,2023,Sex by Age (full),US,B01001_002EA,,B01001_002EA
United States,1,2018,Race (full),US,B01001_002EA,,B01001_002EA
United States,1,2019,Race (full),US,B01001_002EA,,B01001_002EA
United States,1,2020,Race (full),US,B01001_002EA,,B01001_002EA
United States,1,2021,Race (full),US,B01001_002EA,,B01001_002EA
United States,1,2022,Race (full),US,B01001_002EA,,B01001_002EA
United States,1,2023,Race (full),US,B01001_002EA,,B01001_002EA
United States,1,2018,Hispanic/Latino Origin (full),US,B01001_002EA,,B01001_002EA
United States,1,2019,Hispanic/Latino Origin (full),US,B01001_002EA,,B01001_002EA
United States,1,2020,Hispanic/Latino Origin (full),US,B01001_002EA,,B01001_002EA
United States,1,2021,Hispanic/Latino Origin (full),US,B01001_002EA,,B01001_002EA
United States,1,2022,Hispanic/Latino Origin (full),US,B01001_002EA,,B01001_002EA
United States,1,2023,Hispanic/Latino Origin (full),US,B01001_002EA,,B01001_002EA
United States,1,2018,Total Population,US,B01001_002M,,B01001_002M
United States,1,2019,Total Population,US,B01001_002M,,B01001_002M
United States,1,2020,Total Population,US,B01001_002M,,B01001_002M
United States,1,2021,Total Population,US,B01001_002M,,B01001_002M
United States,1,2022,Total Population,US,B01001_002M,,B01001_002M
United States,1,2023,Total Population,US,B01001_002M,,B01001_002M
United States,1,2018,Median Age,US,B01001_002M,,B01001_002M
United States,1,2019,Median Age,US,B01001_002M,,B01001_002M
United States,1,2020,Median Age,US,B01001_002M,,B01001_002M
United States,1,2021,Median Age,US,B01001_002M,,B01001_002M
United States,1,2022,Median Age,US,B01001_002M,,B01001_002M
United States,1,2023,Median Age,US,B01001_002M,,B01001_002M
United States,1,2018,Sex by Age (full),US,B01001_002M,6691.0,B01001_002M
United States,1,2019,Sex by Age (full),US,B01001_002M,5817.0,B01001_002M
United States,1,2020,Sex by Age (full),US,B01001_002M,7991.0,B01001_002M
United States,1,2021,Sex by Age (full),US,B01001_002M,7110.0,B01001_002M
United States,1,2022,Sex by Age (full),US,B01001_002M,8084.0,B01001_002M
United States,1,2023,Sex by Age (full),US,B01001_002M,6966.0,B01001_002M
United States,1,2018,Race (full),US,B01001_002M,,B01001_002M
United States,1,2019,Race (full),US,B01001_002M,,B01001_002M
United States,1,2020,Race (full),US,B01001_002M,,B01001_002M
United States,1,2021,Race (full),US,B01001_002M,,B01001_002M
United States,1,2022,Race (full),US,B01001_002M,,B01001_002M
United States,1,2023,Race (full),US,B01001_002M,,B01001_002M
United States,1,2018,Hispanic/Latino Origin (full),US,B01001_002M,,B01001_002M
United States,1,2019,Hispanic/Latino Origin (full),US,B01001_002M,,B01001_002M
United States,1,2020,Hispanic/Latino Origin (full),US,B01001_002M,,B01001_002M
United States,1,2021,Hispanic/Latino Origin (full),US,B01001_002M,,B01001_002M
United States,1,2022,Hispanic/Latino Origin (full),US,B01001_002M,,B01001_002M
United States,1,2023,Hispanic/Latino Origin (full),US,B01001_002M,,B01001_002M
United States,1,2018,Total Population,US,B01001_002MA,,B01001_002MA
United States,1,2019,Total Population,US,B01001_002MA,,B01001_002MA
United States,1,2020,Total Population,US,B01001_002MA,,B01001_002MA
United States,1,2021,Total Population,US,B01001_002MA,,B01001_002MA
United States,1,2022,Total Population,US,B01001_002MA,,B01001_002MA
United States,1,2023,Total Population,US,B01001_002MA,,B01001_002MA
United States,1,2018,Median Age,US,B01001_002MA,,B01001_002MA
United States,1,2019,Median Age,US,B01001_002MA,,B01001_002MA
United States,1,2020,Median Age,US,B01001_002MA,,B01001_002MA
United States,1,2021,Median Age,US,B01001_002MA,,B01001_002MA
United States,1,2022,Median Age,US,B01001_002MA,,B01001_002MA
United States,1,2023,Median Age,US,B01001_002MA,,B01001_002MA
United States,1,2018,Sex by Age (full),US,B01001_002MA,,B01001_002MA
United States,1,2019,Sex by Age (full),US,B01001_002MA,,B01001_002MA
United States,1,2020,Sex by Age (full),US,B01001_002MA,,B01001_002MA
United States,1,2021,Sex by Age (full),US,B01001_002MA,,B01001_002MA
United States,1,2022,Sex by Age (full),US,B01001_002MA,,B01001_002MA
United States,1,2023,Sex by Age (full),US,B01001_002MA,,B01001_002MA
United States,1,2018,Race (full),US,B01001_002MA,,B01001_002MA
United States,1,2019,Race (full),US,B01001_002MA,,B01001_002MA
United States,1,2020,Race (full),US,B01001_002MA,,B01001_002MA
United States,1,2021,Race (full),US,B01001_002MA,,B01001_002MA
United States,1,2022,Race (full),US,B01001_002MA,,B01001_002MA
United States,1,2023,Race (full),US,B01001_002MA,,B01001_002MA
United States,1,2018,Hispanic/Latino Origin (full),US,B01001_002MA,,B01001_002MA
United States,1,2019,Hispanic/Latino Origin (full),US,B01001_002MA,,B01001_002MA
United States,1,2020,Hispanic/Latino Origin (full),US,B01001_002MA,,B01001_002MA
United States,1,2021,Hispanic/Latino Origin (full),US,B01001_002MA,,B01001_002MA
United States,1,2022,Hispanic/Latino Origin (full),US,B01001_002MA,,B01001_002MA
United States,1,2023,Hispanic/Latino Origin (full),US,B01001_002MA,,B01001_002MA
United States,1,2018,Total Population,US,B01001_003E,,B01001_003E
United States,1,2019,Total Population,US,B01001_003E,,B01001_003E
United States,1,2020,Total Population,US,B01001_003E,,B01001_003E
United States,1,2021,Total Population,US,B01001_003E,,B01001_003E
United States,1,2022,Total Population,US,B01001_003E,,B01001_003E
United States,1,2023,Total Population,US,B01001_003E,,B01001_003E
United States,1,2018,Median Age,US,B01001_003E,,B01001_003E
United States,1,2019,Median Age,US,B01001_003E,,B01001_003E
United States,1,2020,Median Age,US,B01001_003E,,B01001_003E
United States,1,2021,Median Age,US,B01001_003E,,B01001_003E
United States,1,2022,Median Age,US,B01001_003E,,B01001_003E
United States,1,2023,Median Age,US,B01001_003E,,B01001_003E
United States,1,2018,Sex by Age (full),US,B01001_003E,10146960.0,B01001_003E
United States,1,2019,Sex by Age (full),US,B01001_003E,10112614.0,B01001_003E
United States,1,2020,Sex by Age (full),US,B01001_003E,10051876.0,B01001_003E
United States,1,2021,Sex by Age (full),US,B01001_003E,9940776.0,B01001_003E
United States,1,2022,Sex by Age (full),US,B01001_003E,9725644.0,B01001_003E
United States,1,2023,Sex by Age (full),US,B01001_003E,9688436.0,B01001_003E
United States,1,2018,Race (full),US,B01001_003E,,B01001_003E
United States,1,2019,Race (full),US,B01001_003E,,B01001_003E
United States,1,2020,Race (full),US,B01001_003E,,B01001_003E
United States,1,2021,Race (full),US,B01001_003E,,B01001_003E
United States,1,2022,Race (full),US,B01001_003E,,B01001_003E
United States,1,2023,Race (full),US,B01001_003E,,B01001_003E
United States,1,2018,Hispanic/Latino Origin (full),US,B01001_003E,,B01001_003E
United States,1,2019,Hispanic/Latino Origin (full),US,B01001_003E,,B01001_003E
United States,1,2020,Hispanic/Latino Origin (full),US,B01001_003E,,B01001_003E
United States,1,2021,Hispanic/Latino Origin (full),US,B01001_003E,,B01001_003E
United States,1,2022,Hispanic/Latino Origin (full),US,B01001_003E,,B01001_003E
United States,1,2023,Hispanic/Latino Origin (full),US,B01001_003E,,B01001_003E
United States,1,2018,Total Population,US,B01001_003EA,,B01001_003EA
United States,1,2019,Total Population,US,B01001_003EA,,B01001_003EA
United States,1,2020,Total Population,US,B01001_003EA,,B01001_003EA
United States,1,2021,Total Population,US,B01001_003EA,,B01001_003EA
United States,1,2022,Total Population,US,B01001_003EA,,B01001_003EA
United States,1,2023,Total Population,US,B01001_003EA,,B01001_003EA
United States,1,2018,Median Age,US,B01001_003EA,,B01001_003EA
United States,1,2019,Median Age,US,B01001_003EA,,B01001_003EA
United States,1,2020,Median Age,US,B01001_003EA,,B01001_003EA
United States,1,2021,Median Age,US,B01001_003EA,,B01001_003EA
United States,1,2022,Median Age,US,B01001_003EA,,B01001_003EA
United States,1,2023,Median Age,US,B01001_003EA,,B01001_003EA
United States,1,2018,Sex by Age (full),US,B01001_003EA,,B01001_003EA
United States,1,2019,Sex by Age (full),US,B01001_003EA,,B01001_003EA
United States,1,2020,Sex by Age (full),US,B01001_003EA,,B01001_003EA
United States,1,2021,Sex by Age (full),US,B01001_003EA,,B01001_003EA
United States,1,2022,Sex by Age (full),US,B01001_003EA,,B01001_003EA
United States,1,2023,Sex by Age (full),US,B01001_003EA,,B01001_003EA
United States,1,2018,Race (full),US,B01001_003EA,,B01001_003EA
United States,1,2019,Race (full),US,B01001_003EA,,B01001_003EA
United States,1,2020,Race (full),US,B01001_003EA,,B01001_003EA
United States,1,2021,Race (full),US,B01001_003EA,,B01001_003EA
United States,1,2022,Race (full),US,B01001_003EA,,B01001_003EA
United States,1,2023,Race (full),US,B01001_003EA,,B01001_003EA
United States,1,2018,Hispanic/Latino Origin (full),US,B01001_003EA,,B01001_003EA
United States,1,2019,Hispanic/Latino Origin (full),US,B01001_003EA,,B01001_003EA
United States,1,2020,Hispanic/Latino Origin (full),US,B01001_003EA,,B01001_003EA
United States,1,2021,Hispanic/Latino Origin (full),US,B01001_003EA,,B01001_003EA
United States,1,2022,Hispanic/Latino Origin (full),US,B01001_003EA,,B01001_003EA
United States,1,2023,Hispanic/Latino Origin (full),US,B01001_003EA,,B01001_003EA
United States,1,2018,Total Population,US,B01001_003M,,B01001_003M
United States,1,2019,Total Population,US,B01001_003M,,B01001_003M
United States,1,2020,Total Population,US,B01001_003M,,B01001_003M
United States,1,2021,Total Population,US,B01001_003M,,B01001_003M
United States,1,2022,Total Population,US,B01001_003M,,B01001_003M
United States,1,2023,Total Population,US,B01001_003M,,B01001_003M
United States,1,2018,Median Age,US,B01001_003M,,B01001_003M
United States,1,2019,Median Age,US,B01001_003M,,B01001_003M
United States,1,2020,Median Age,US,B01001_003M,,B01001_003M
United States,1,2021,Median Age,US,B01001_003M,,B01001_003M
United States,1,2022,Median Age,US,B01001_003M,,B01001_003M
United States,1,2023,Median Age,US,B01001_003M,,B01001_003M
United States,1,2018,Sex by Age (full),US,B01001_003M,3495.0,B01001_003M
United States,1,2019,Sex by Age (full),US,B01001_003M,3826.0,B01001_003M
United States,1,2020,Sex by Age (full),US,B01001_003M,3698.0,B01001_003M
United States,1,2021,Sex by Age (full),US,B01001_003M,4114.0,B01001_003M
United States,1,2022,Sex by Age (full),US,B01001_003M,3889.0,B01001_003M
United States,1,2023,Sex by Age (full),US,B01001_003M,4185.0,B01001_003M
United States,1,2018,Race (full),US,B01001_003M,,B01001_003M
United States,1,2019,Race (full),US,B01001_003M,,B01001_003M
United States,1,2020,Race (full),US,B01001_003M,,B01001_003M
United States,1,2021,Race (full),US,B01001_003M,,B01001_003M
United States,1,2022,Race (full),US,B01001_003M,,B01001_003M
United States,1,2023,Race (full),US,B01001_003M,,B01001_003M
United States,1,2018,Hispanic/Latino Origin (full),US,B01001_003M,,B01001_003M
United States,1,2019,Hispanic/Latino Origin (full),US,B01001_003M,,B01001_003M
United States,1,2020,Hispanic/Latino Origin (full),US,B01001_003M,,B01001_003M
United States,1,2021,Hispanic/Latino Origin (full),US,B01001_003M,,B01001_003M
United States,1,2022,Hispanic/Latino Origin (full),US,B01001_003M,,B01001_003M
United States,1,2023,Hispanic/Latino Origin (full),US,B01001_003M,,B01001_003M
United States,1,2018,Total Population,US,B01001_003MA,,B01001_003MA
United States,1,2019,Total Population,US,B01001_003MA,,B01001_003MA
United States,1,2020,Total Population,US,B01001_003MA,,B01001_003MA
United States,1,2021,Total Population,US,B01001_003MA,,B01001_003MA
United States,1,2022,Total Population,US,B01001_003MA,,B01001_003MA
United States,1,2023,Total Population,US,B01001_003MA,,B01001_003MA
United States,1,2018,Median Age,US,B01001_003MA,,B01001_003MA
United States,1,2019,Median Age,US,B01001_003MA,,B01001_003MA
United States,1,2020,Median Age,US,B01001_003MA,,B01001_003MA
United States,1,2021,Median Age,US,B01001_003MA,,B01001_003MA
United States,1,2022,Median Age,US,B01001_003MA,,B01001_003MA
United States,1,2023,Median Age,US,B01001_003MA,,B01001_003MA
United States,1,2018,Sex by Age (full),US,B01001_003MA,,B01001_003MA
United States,1,2019,Sex by Age (full),US,B01001_003MA,,B01001_003MA
United States,1,2020,Sex by Age (full),US,B01001_003MA,,B01001_003MA
United States,1,2021,Sex by Age (full),US,B01001_003MA,,B01001_003MA
United States,1,2022,Sex by Age (full),US,B01001_003MA,,B01001_003MA
United States,1,2023,Sex by Age (full),US,B01001_003MA,,B01001_003MA
United States,1,2018,Race (full),US,B01001_003MA,,B01001_003MA
