NAME,us,Year,Topic,Geo,Variable,Value,Display
United States,1,2019,Median Age,US,B01001_007MA,,B01001_007MA
United States,1,2020,Median Age,US,B01001_007MA,,B01001_007MA
United States,1,2021,Median Age,US,B01001_007MA,,B01001_007MA
United States,1,2022,Median Age,US,B01001_007MA,,B01001_007MA
United States,1,2023,Median Age,US,B01001_007MA,,B01001_007MA
United States,1,2018,Median Age,US,B01001_008E,,B01001_008E
United States,1,2019,Median Age,US,B01001_008E,,B01001_008E
United States,1,2020,Median Age,US,B01001_008E,,B01001_008E
United States,1,2021,Median Age,US,B01001_008E,,B01001_008E
United States,1,2022,Median Age,US,B01001_008E,,B01001_008E
United States,1,2023,Median Age,US,B01001_008E,,B01001_008E
United States,1,2018,Median Age,US,B01001_008EA,,B01001_008EA
United States,1,2019,Median Age,US,B01001_008EA,,B01001_008EA
United States,1,2020,Median Age,US,B01001_008EA,,B01001_008EA
United States,1,2021,Median Age,US,B01001_008EA,,B01001_008EA
United States,1,2022,Median Age,US,B01001_008EA,,B01001_008EA
United States,1,2023,Median Age,US,B01001_008EA,,B01001_008EA
United States,1,2018,Median Age,US,B01001_008M,,B01001_008M
United States,1,2019,Median Age,US,B01001_008M,,B01001_008M
United States,1,2020,Median Age,US,B01001_008M,,B01001_008M
United States,1,2021,Median Age,US,B01001_008M,,B01001_008M
United States,1,2022,Median Age,US,B01001_008M,,B01001_008M
United States,1,2023,Median Age,US,B01001_008M,,B01001_008M
United States,1,2018,Median Age,US,B01001_008MA,,B01001_008MA
United States,1,2019,Median Age,US,B01001_008MA,,B01001_008MA
United States,1,2020,Median Age,US,B01001_008MA,,B01001_008MA
United States,1,2021,Median Age,US,B01001_008MA,,B01001_008MA
United States,1,2022,Median Age,US,B01001_008MA,,B01001_008MA
United States,1,2023,Median Age,US,B01001_008MA,,B01001_008MA
United States,1,2018,Median Age,US,B01001_009E,,B01001_009E
United States,1,2019,Median Age,US,B01001_009E,,B01001_009E
United States,1,2020,Median Age,US,B01001_009E,,B01001_009E
United States,1,2021,Median Age,US,B01001_009E,,B01001_009E
United States,1,2022,Median Age,US,B01001_009E,,B01001_009E
United States,1,2023,Median Age,US,B01001_009E,,B01001_009E
United States,1,2018,Median Age,US,B01001_009EA,,B01001_009EA
United States,1,2019,Median Age,US,B01001_009EA,,B01001_009EA
United States,1,2020,Median Age,US,B01001_009EA,,B01001_009EA
United States,1,2021,Median Age,US,B01001_009EA,,B01001_009EA
United States,1,2022,Median Age,US,B01001_009EA,,B01001_009EA
United States,1,2023,Median Age,US,B01001_009EA,,B01001_009EA
United States,1,2018,Median Age,US,B01001_009M,,B01001_009M
United States,1,2019,Median Age,US,B01001_009M,,B01001_009M
United States,1,2020,Median Age,US,B01001_009M,,B01001_009M
United States,1,2021,Median Age,US,B01001_009M,,B01001_009M
United States,1,2022,Median Age,US,B01001_009M,,B01001_009M
United States,1,2023,Median Age,US,B01001_009M,,B01001_009M
United States,1,2018,Median Age,US,B01001_009MA,,B01001_009MA
United States,1,2019,Median Age,US,B01001_009MA,,B01001_009MA
United States,1,2020,Median Age,US,B01001_009MA,,B01001_009MA
United States,1,2021,Median Age,US,B01001_009MA,,B01001_009MA
United States,1,2022,Median Age,US,B01001_009MA,,B01001_009MA
United States,1,2023,Median Age,US,B01001_009MA,,B01001_009MA
United States,1,2018,Median Age,US,B01001_010E,,B01001_010E
United States,1,2019,Median Age,US,B01001_010E,,B01001_010E
United States,1,2020,Median Age,US,B01001_010E,,B01001_010E
United States,1,2021,Median Age,US,B01001_010E,,B01001_010E
United States,1,2022,Median Age,US,B01001_010E,,B01001_010E
United States,1,2023,Median Age,US,B01001_010E,,B01001_010E
United States,1,2018,Median Age,US,B01001_010EA,,B01001_010EA
United States,1,2019,Median Age,US,B01001_010EA,,B01001_010EA
United States,1,2020,Median Age,US,B01001_010EA,,B01001_010EA
United States,1,2021,Median Age,US,B01001_010EA,,B01001_010EA
United States,1,2022,Median Age,US,B01001_010EA,,B01001_010EA
United States,1,2023,Median Age,US,B01001_010EA,,B01001_010EA
United States,1,2018,Median Age,US,B01001_010M,,B01001_010M
United States,1,2019,Median Age,US,B01001_010M,,B01001_010M
United States,1,2020,Median Age,US,B01001_010M,,B01001_010M
United States,1,2021,Median Age,US,B01001_010M,,B01001_010M
United States,1,2022,Median Age,US,B01001_010M,,B01001_010M
United States,1,2023,Median Age,US,B01001_010M,,B01001_010M
United States,1,2018,Median Age,US,B01001_010MA,,B01001_010MA
United States,1,2019,Median Age,US,B01001_010MA,,B01001_010MA
United States,1,2020,Median Age,US,B01001_010MA,,B01001_010MA
United States,1,2021,Median Age,US,B01001_010MA,,B01001_010MA
United States,1,2022,Median Age,US,B01001_010MA,,B01001_010MA
United States,1,2023,Median Age,US,B01001_010MA,,B01001_010MA
United States,1,2018,Median Age,US,B01001_011E,,B01001_011E
United States,1,2019,Median Age,US,B01001_011E,,B01001_011E
United States,1,2020,Median Age,US,B01001_011E,,B01001_011E
United States,1,2021,Median Age,US,B01001_011E,,B01001_011E
United States,1,2022,Median Age,US,B01001_011E,,B01001_011E
United States,1,2023,Median Age,US,B01001_011E,,B01001_011E
United States,1,2018,Median Age,US,B01001_011EA,,B01001_011EA
United States,1,2019,Median Age,US,B01001_011EA,,B01001_011EA
United States,1,2020,Median Age,US,B01001_011EA,,B01001_011EA
United States,1,2021,Median Age,US,B01001_011EA,,B01001_011EA
United States,1,2022,Median Age,US,B01001_011EA,,B01001_011EA
United States,1,2023,Median Age,US,B01001_011EA,,B01001_011EA
United States,1,2018,Median Age,US,B01001_011M,,B01001_011M
United States,1,2019,Median Age,US,B01001_011M,,B01001_011M
United States,1,2020,Median Age,US,B01001_011M,,B01001_011M
United States,1,2021,Median Age,US,B01001_011M,,B01001_011M
United States,1,2022,Median Age,US,B01001_011M,,B01001_011M
United States,1,2023,Median Age,US,B01001_011M,,B01001_011M
United States,1,2018,Median Age,US,B01001_011MA,,B01001_011MA
United States,1,2019,Median Age,US,B01001_011MA,,B01001_011MA
United States,1,2020,Median Age,US,B01001_011MA,,B01001_011MA
United States,1,2021,Median Age,US,B01001_011MA,,B01001_011MA
United States,1,2022,Median Age,US,B01001_011MA,,B01001_011MA
United States,1,2023,Median Age,US,B01001_011MA,,B01001_011MA
United States,1,2018,Median Age,US,B01001_012E,,B01001_012E
United States,1,2019,Median Age,US,B01001_012E,,B01001_012E
United States,1,2020,Median Age,US,B01001_012E,,B01001_012E
United States,1,2021,Median Age,US,B01001_012E,,B01001_012E
United States,1,2022,Median Age,US,B01001_012E,,B01001_012E
United States,1,2023,Median Age,US,B01001_012E,,B01001_012E
United States,1,2018,Median Age,US,B01001_012EA,,B01001_012EA
United States,1,2019,Median Age,US,B01001_012EA,,B01001_012EA
United States,1,2020,Median Age,US,B01001_012EA,,B01001_012EA
United States,1,2021,Median Age,US,B01001_012EA,,B01001_012EA
United States,1,2022,Median Age,US,B01001_012EA,,B01001_012EA
United States,1,2023,Median Age,US,B01001_012EA,,B01001_012EA
United States,1,2018,Median Age,US,B01001_012M,,B01001_012M
United States,1,2019,Median Age,US,B01001_012M,,B01001_012M
United States,1,2020,Median Age,US,B01001_012M,,B01001_012M
United States,1,2021,Median Age,US,B01001_012M,,B01001_012M
United States,1,2022,Median Age,US,B01001_012M,,B01001_012M
United States,1,2023,Median Age,US,B01001_012M,,B01001_012M
United States,1,2018,Median Age,US,B01001_012MA,,B01001_012MA
United States,1,2019,Median Age,US,B01001_012MA,,B01001_012MA
United States,1,2020,Median Age,US,B01001_012MA,,B01001_012MA
United States,1,2021,Median Age,US,B01001_012MA,,B01001_012MA
United States,1,2022,Median Age,US,B01001_012MA,,B01001_012MA
United States,1,2023,Median Age,US,B01001_012MA,,B01001_012MA
United States,1,2018,Median Age,US,B01001_013E,,B01001_013E
United States,1,2019,Median Age,US,B01001_013E,,B01001_013E
United States,1,2020,Median Age,US,B01001_013E,,B01001_013E
United States,1,2021,Median Age,US,B01001_013E,,B01001_013E
United States,1,2022,Median Age,US,B01001_013E,,B01001_013E
United States,1,2023,Median Age,US,B01001_013E,,B01001_013E
United States,1,2018,Median Age,US,B01001_013EA,,B01001_013EA
United States,1,2019,Median Age,US,B01001_013EA,,B01001_013EA
United States,1,2020,Median Age,US,B01001_013EA,,B01001_013EA
United States,1,2021,Median Age,US,B01001_013EA,,B01001_013EA
United States,1,2022,Median Age,US,B01001_013EA,,B01001_013EA
United States,1,2023,Median Age,US,B01001_013EA,,B01001_013EA
United States,1,2018,Median Age,US,B01001_013M,,B01001_013M
United States,1,2019,Median Age,US,B01001_013M,,B01001_013M
United States,1,2020,Median Age,US,B01001_013M,,B01001_013M
United States,1,2021,Median Age,US,B01001_013M,,B01001_013M
United States,1,2022,Median Age,US,B01001_013M,,B01001_013M
United States,1,2023,Median Age,US,B01001_013M,,B01001_013M
United States,1,2018,Median Age,US,B01001_013MA,,B01001_013MA
United States,1,2019,Median Age,US,B01001_013MA,,B01001_013MA
United States,1,2020,Median Age,US,B01001_013MA,,B01001_013MA
United States,1,2021,Median Age,US,B01001_013MA,,B01001_013MA
United States,1,2022,Median Age,US,B01001_013MA,,B01001_013MA
United States,1,2023,Median Age,US,B01001_013MA,,B01001_013MA
United States,1,2018,Median Age,US,B01001_014E,,B01001_014E
United States,1,2019,Median Age,US,B01001_014E,,B01001_014E
United States,1,2020,Median Age,US,B01001_014E,,B01001_014E
United States,1,2021,Median Age,US,B01001_014E,,B01001_014E
United States,1,2022,Median Age,US,B01001_014E,,B01001_014E
United States,1,2023,Median Age,US,B01001_014E,,B01001_014E
United States,1,2018,Median Age,US,B01001_014EA,,B01001_014EA
United States,1,2019,Median Age,US,B01001_014EA,,B01001_014EA
United States,1,2020,Median Age,US,B01001_014EA,,B01001_014EA
United States,1,2021,Median Age,US,B01001_014EA,,B01001_014EA
United States,1,2022,Median Age,US,B01001_014EA,,B01001_014EA
United States,1,2023,Median Age,US,B01001_014EA,,B01001_014EA
United States,1,2018,Median Age,US,B01001_014M,,B01001_014M
United States,1,2019,Median Age,US,B01001_014M,,B01001_014M
United States,1,2020,Median Age,US,B01001_014M,,B01001_014M
United States,1,2021,Median Age,US,B01001_014M,,B01001_014M
United States,1,2022,Median Age,US,B01001_014M,,B01001_014M
United States,1,2023,Median Age,US,B01001_014M,,B01001_014M
United States,1,2018,Median Age,US,B01001_014MA,,B01001_014MA
United States,1,2019,Median Age,US,B01001_014MA,,B01001_014MA
United States,1,2020,Median Age,US,B01001_014MA,,B01001_014MA
United States,1,2021,Median Age,US,B01001_014MA,,B01001_014MA
United States,1,2022,Median Age,US,B01001_014MA,,B01001_014MA
United States,1,2023,Median Age,US,B01001_014MA,,B01001_014MA
United States,1,2018,Median Age,US,B01001_015E,,B01001_015E
United States,1,2019,Median Age,US,B01001_015E,,B01001_015E
United States,1,2020,Median Age,US,B01001_015E,,B01001_015E
United States,1,2021,Median Age,US,B01001_015E,,B01001_015E
United States,1,2022,Median Age,US,B01001_015E,,B01001_015E
United States,1,2023,Median Age,US,B01001_015E,,B01001_015E
United States,1,2018,Median Age,US,B01001_015EA,,B01001_015EA
United States,1,2019,Median Age,US,B01001_015EA,,B01001_015EA
United States,1,2020,Median Age,US,B01001_015EA,,B01001_015EA
United States,1,2021,Median Age,US,B01001_015EA,,B01001_015EA
United States,1,2022,Median Age,US,B01001_015EA,,B01001_015EA
United States,1,2023,Median Age,US,B01001_015EA,,B01001_015EA
United States,1,2018,Median Age,US,B01001_015M,,B01001_015M
United States,1,2019,Median Age,US,B01001_015M,,B01001_015M
United States,1,2020,Median Age,US,B01001_015M,,B01001_015M
United States,1,2021,Median Age,US,B01001_015M,,B01001_015M
United States,1,2022,Median Age,US,B01001_015M,,B01001_015M
United States,1,2023,Median Age,US,B01001_015M,,B01001_015M
United States,1,2018,Median Age,US,B01001_015MA,,B01001_015MA
United States,1,2019,Median Age,US,B01001_015MA,,B01001_015MA
United States,1,2020,Median Age,US,B01001_015MA,,B01001_015MA
United States,1,2021,Median Age,US,B01001_015MA,,B01001_015MA
United States,1,2022,Median Age,US,B01001_015MA,,B01001_015MA
United States,1,2023,Median Age,US,B01001_015MA,,B01001_015MA
United States,1,2018,Median Age,US,B01001_016E,,B01001_016E
United States,1,2019,Median Age,US,B01001_016E,,B01001_016E
United States,1,2020,Median Age,US,B01001_016E,,B01001_016E
United States,1,2021,Median Age,US,B01001_016E,,B01001_016E
United States,1,2022,Median Age,US,B01001_016E,,B01001_016E
United States,1,2023,Median Age,US,B01001_016E,,B01001_016E
United States,1,2018,Median Age,US,B01001_016EA,,B01001_016EA
United States,1,2019,Median Age,US,B01001_016EA,,B01001_016EA
United States,1,2020,Median Age,US,B01001_016EA,,B01001_016EA
United States,1,2021,Median Age,US,B01001_016EA,,B01001_016EA
United States,1,2022,Median Age,US,B01001_016EA,,B01001_016EA
United States,1,2023,Median Age,US,B01001_016EA,,B01001_016EA
United States,1,2018,Median Age,US,B01001_016M,,B01001_016M
United States,1,2019,Median Age,US,B01001_016M,,B01001_016M
United States,1,2020,Median Age,US,B01001_016M,,B01001_016M
United States,1,2021,Median Age,US,B01001_016M,,B01001_016M
United States,1,2022,Median Age,US,B01001_016M,,B01001_016M
United States,1,2023,Median Age,US,B01001_016M,,B01001_016M
United States,1,2018,Median Age,US,B01001_016MA,,B01001_016MA
United States,1,2019,Median Age,US,B01001_016MA,,B01001_016MA
United States,1,2020,Median Age,US,B01001_016MA,,B01001_016MA
United States,1,2021,Median Age,US,B01001_016MA,,B01001_016MA
United States,1,2022,Median Age,US,B01001_016MA,,B01001_016MA
United States,1,2023,Median Age,US,B01001_016MA,,B01001_016MA
United States,1,2018,Median Age,US,B01001_017E,,B01001_017E
United States,1,2019,Median Age,US,B01001_017E,,B01001_017E
United States,1,2020,Median Age,US,B01001_017E,,B01001_017E
United States,1,2021,Median Age,US,B01001_017E,,B01001_017E
United States,1,2022,Median Age,US,B01001_017E,,B01001_017E
United States,1,2023,Median Age,US,B01001_017E,,B01001_017E
United States,1,2018,Median Age,US,B01001_017EA,,B01001_017EA
United States,1,2019,Median Age,US,B01001_017EA,,B01001_017EA
United States,1,2020,Median Age,US,B01001_017EA,,B01001_017EA
United States,1,2021,Median Age,US,B01001_017EA,,B01001_017EA
United States,1,2022,Median Age,US,B01001_017EA,,B01001_017EA
United States,1,2023,Median Age,US,B01001_017EA,,B01001_017EA
United States,1,2018,Median Age,US,B01001_017M,,B01001_017M
United States,1,2019,Median Age,US,B01001_017M,,B01001_017M
United States,1,2020,Median Age,US,B01001_017M,,B01001_017M
United States,1,2021,Median Age,US,B01001_017M,,B01001_017M
United States,1,2022,Median Age,US,B01001_017M,,B01001_017M
United States,1,2023,Median Age,US,B01001_017M,,B01001_017M
United States,1,2018,Median Age,US,B01001_017MA,,B01001_017MA
United States,1,2019,Median Age,US,B01001_017MA,,B01001_017MA
United States,1,2020,Median Age,US,B01001_017MA,,B01001_017MA
United States,1,2021,Median Age,US,B01001_017MA,,B01001_017MA
United States,1,2022,Median Age,US,B01001_017MA,,B01001_017MA
United States,1,2023,Median Age,US,B01001_017MA,,B01001_017MA
United States,1,2018,Median Age,US,B01001_018E,,B01001_018E
United States,1,2019,Median Age,US,B01001_018E,,B01001_018E
United States,1,2020,Median Age,US,B01001_018E,,B01001_018E
United States,1,2021,Median Age,US,B01001_018E,,B01001_018E
United States,1,2022,Median Age,US,B01001_018E,,B01001_018E
United States,1,2023,Median Age,US,B01001_018E,,B01001_018E
United States,1,2018,Median Age,US,B01001_018EA,,B01001_018EA
United States,1,2019,Median Age,US,B01001_018EA,,B01001_018EA
United States,1,2020,Median Age,US,B01001_018EA,,B01001_018EA
United States,1,2021,Median Age,US,B01001_018EA,,B01001_018EA
United States,1,2022,Median Age,US,B01001_018EA,,B01001_018EA
United States,1,2023,Median Age,US,B01001_018EA,,B01001_018EA
United States,1,2018,Median Age,US,B01001_018M,,B01001_018M
United States,1,2019,Median Age,US,B01001_018M,,B01001_018M
United States,1,2020,Median Age,US,B01001_018M,,B01001_018M
United States,1,2021,Median Age,US,B01001_018M,,B01001_018M
United States,1,2022,Median Age,US,B01001_018M,,B01001_018M
United States,1,2023,Median Age,US,B01001_018M,,B01001_018M
United States,1,2018,Median Age,US,B01001_018MA,,B01001_018MA
United States,1,2019,Median Age,US,B01001_018MA,,B01001_018MA
United States,1,2020,Median Age,US,B01001_018MA,,B01001_018MA
United States,1,2021,Median Age,US,B01001_018MA,,B01001_018MA
United States,1,2022,Median Age,US,B01001_018MA,,B01001_018MA
United States,1,2023,Median Age,US,B01001_018MA,,B01001_018MA
United States,1,2018,Median Age,US,B01001_019E,,B01001_019E
United States,1,2019,Median Age,US,B01001_019E,,B01001_019E
United States,1,2020,Median Age,US,B01001_019E,,B01001_019E
United States,1,2021,Median Age,US,B01001_019E,,B01001_019E
United States,1,2022,Median Age,US,B01001_019E,,B01001_019E
United States,1,2023,Median Age,US,B01001_019E,,B01001_019E
